pair_id,label,filename_similarity,content_similarity,metadata_similarity,size_similarity,tfidf_similarity,embedding_similarity,sha256_match,overall_similarity,difficulty,geometric_cluster_id,is_labeled,uncertainty_score,difficulty_code
3225,1,0.8444,0.9768,0.6667,1.0,0.9301,0.9498,0.0,0.9155,Hard,3,False,0.5,2
3226,1,0.7547,1.0,0.9621,1.0,0.9888,0.9921,0.0,0.9673,Easy,1,False,0.5,0
3227,0,0.9,0.7437,0.2918,0.9252,0.4761,0.5047,0.0,0.5994,Non-Duplicate,3,False,0.5,4
3228,1,0.7451,1.0,0.8621,1.0,0.9056,0.9077,0.0,0.9187,Hard,1,False,0.5,2
3229,0,0.5128,0.38,0.3187,0.3231,0.0208,0.0215,0.0,0.2257,Non-Duplicate,0,False,0.5,4
3230,1,0.8444,1.0,1.0,1.0,1.0,1.0,0.0,0.9844,Easy,1,False,0.5,0
3231,1,0.9091,1.0,0.4808,1.0,0.9614,0.9612,0.0,0.9216,Hard,3,False,0.5,2
3232,0,0.5128,0.3492,0.2516,0.3142,0.0262,0.025,0.0,0.2102,Non-Duplicate,0,False,0.5,4
3233,1,0.8889,1.0,0.4511,1.0,0.9678,0.9726,0.0,0.9205,Hard,3,False,0.5,2
3234,0,0.4,0.1508,0.3037,0.0198,0.0239,0.0213,0.0,0.1334,Non-Duplicate,0,False,0.5,4
3235,0,0.55,0.4406,0.3087,0.4592,0.0206,0.0204,0.0,0.2493,Non-Duplicate,0,False,0.5,4
3236,0,0.5405,0.3935,0.5434,0.3567,0.0191,0.0201,0.0,0.2549,Non-Duplicate,0,False,0.5,4
3237,1,0.7547,0.953,0.6667,1.0,0.9034,0.9324,0.0,0.888,Hard,3,False,0.5,2
3238,0,0.5128,0.269,0.2059,0.223,0.0142,0.0134,0.0,0.1723,Non-Duplicate,0,False,0.5,4
3239,0,0.4082,0.213,0.5877,0.0152,0.0365,0.0336,0.0,0.1899,Non-Duplicate,0,False,0.5,4
3240,0,0.3448,0.4295,0.2772,0.0714,0.0315,0.0311,0.0,0.2266,Non-Duplicate,0,False,0.5,4
3241,0,0.5128,0.3233,0.3886,0.2763,0.0211,0.0213,0.0,0.2128,Non-Duplicate,0,False,0.5,4
3242,1,0.9268,1.0,0.6667,1.0,0.9776,0.9872,0.0,0.9512,Medium,3,False,0.5,1
3243,1,0.8837,1.0,0.6667,1.0,0.9957,0.9998,0.0,0.9539,Medium,3,False,0.5,1
3244,1,0.8936,1.0,0.6667,1.0,1.0,1.0,0.0,0.956,Easy,3,False,0.5,0
3245,1,0.9367,1.0,0.6667,1.0,0.9994,0.9993,0.0,0.96,Easy,3,False,0.5,0
3246,1,0.7451,0.9982,0.7667,1.0,0.9874,0.9993,0.0,0.9473,Medium,1,False,0.5,1
3247,1,0.8936,1.0,0.4333,1.0,0.9762,0.9786,0.0,0.9225,Hard,3,False,0.5,2
3248,0,0.5714,0.6119,0.2292,0.9654,0.202,0.2065,0.0,0.386,Non-Duplicate,2,False,0.5,4
3249,1,0.8636,0.9783,1.0,1.0,0.9558,0.9836,0.0,0.9645,Easy,1,False,0.5,0
3250,0,0.5128,0.2826,0.2671,0.2289,0.0248,0.0264,0.0,0.1884,Non-Duplicate,0,False,0.5,4
3251,1,0.7308,0.9824,0.5425,1.0,0.9548,0.9977,0.0,0.9094,Hard,3,False,0.5,2
3252,1,0.8936,1.0,0.6653,1.0,0.9623,0.9965,0.0,0.9458,Medium,3,False,0.5,1
3253,1,0.8511,0.9713,0.6667,1.0,0.9616,0.9603,0.0,0.9242,Hard,3,False,0.5,2
3254,1,0.9302,0.9543,1.0,1.0,0.9606,0.9699,0.0,0.9612,Easy,1,False,0.5,0
3255,0,0.4762,0.4601,0.395,0.9121,0.0315,0.0275,0.0,0.2615,Non-Duplicate,2,False,0.5,4
3256,1,0.7083,1.0,0.7667,1.0,0.9122,0.9135,0.0,0.9083,Hard,1,False,0.5,2
3257,1,0.9189,1.0,0.5466,1.0,0.9416,0.9416,0.0,0.9203,Hard,3,False,0.5,2
3258,0,0.4878,0.441,0.611,0.9683,0.0147,0.0115,0.0,0.2702,Non-Duplicate,2,False,0.5,4
3259,1,0.9123,0.9964,1.0,1.0,0.9995,0.9995,0.0,0.9897,Easy,1,False,0.5,0
3260,0,0.45,0.2977,0.2324,0.2096,0.0221,0.0244,0.0,0.1828,Non-Duplicate,0,False,0.5,4
3261,0,0.9,0.7114,0.5078,0.8596,0.4424,0.473,0.0,0.595,Non-Duplicate,3,False,0.5,4
3262,0,0.3429,0.3467,0.3927,0.0153,0.0254,0.0334,0.0,0.2079,Non-Duplicate,0,False,0.5,4
3263,1,0.8444,1.0,0.4333,1.0,0.9513,0.9847,0.0,0.9125,Hard,3,False,0.5,2
3264,1,0.8837,1.0,0.6667,1.0,0.9957,0.9998,0.0,0.9539,Medium,3,False,0.5,1
3265,1,0.8205,0.9796,0.7667,1.0,0.992,0.9999,0.0,0.9495,Medium,1,False,0.5,1
3266,0,0.4878,0.4334,0.4329,0.8892,0.0143,0.0142,0.0,0.2502,Non-Duplicate,2,False,0.5,4
3267,1,0.7636,1.0,0.6667,1.0,0.9964,0.9999,0.0,0.9421,Medium,3,False,0.5,1
3268,1,0.8837,0.9915,1.0,1.0,0.9777,0.9971,0.0,0.9792,Easy,1,False,0.5,0
3269,1,0.7692,0.9961,0.6667,1.0,0.9898,0.9985,0.0,0.9394,Medium,3,False,0.5,1
3270,1,0.8696,1.0,0.658,1.0,0.9552,0.9537,0.0,0.9323,Medium,3,False,0.5,1
3271,1,0.8,0.9697,0.8584,1.0,0.9372,0.9636,0.0,0.9322,Medium,1,False,0.5,1
3272,0,0.4615,0.3663,0.29,0.3859,0.0262,0.0262,0.0,0.2152,Non-Duplicate,0,False,0.5,4
3273,1,0.7869,0.9899,0.6479,1.0,0.9696,0.9914,0.0,0.9306,Hard,3,False,0.5,2
3274,0,0.4186,0.4449,0.4105,0.0531,0.0188,0.0223,0.0,0.2478,Non-Duplicate,0,False,0.5,4
3275,1,0.8519,0.995,1.0,1.0,0.9797,0.9983,0.0,0.978,Easy,1,False,0.5,0
3276,0,0.4737,0.4548,0.4018,0.8036,0.0133,0.0139,0.0,0.2528,Non-Duplicate,2,False,0.5,4
3277,1,0.9302,1.0,0.4333,1.0,0.967,0.9671,0.0,0.9215,Hard,3,False,0.5,2
3278,0,0.5946,0.4134,0.4018,0.4165,0.0177,0.0184,0.0,0.2525,Non-Duplicate,0,False,0.5,4
3279,1,0.7308,0.9666,0.5443,1.0,0.9398,0.9713,0.0,0.895,Hard,3,False,0.5,2
3280,0,0.5641,0.365,0.4164,0.3282,0.0231,0.0246,0.0,0.2365,Non-Duplicate,0,False,0.5,4
3281,0,0.55,0.4373,0.5064,0.842,0.0123,0.012,0.0,0.2642,Non-Duplicate,2,False,0.5,4
3282,1,0.7308,1.0,0.9516,1.0,0.9686,0.9784,0.0,0.9561,Easy,1,False,0.5,0
3283,0,0.6,0.4056,0.2571,0.3779,0.0281,0.0298,0.0,0.2406,Non-Duplicate,0,False,0.5,4
3284,1,0.9362,1.0,0.6667,1.0,0.9556,0.964,0.0,0.942,Medium,3,False,0.5,1
3285,1,0.7931,1.0,0.7667,1.0,1.0,1.0,0.0,0.956,Easy,1,False,0.5,0
3286,0,0.4545,0.4126,0.263,0.5681,0.0135,0.0152,0.0,0.2226,Non-Duplicate,2,False,0.5,4
3287,1,0.9048,1.0,0.7142,1.0,0.9882,0.9877,0.0,0.9565,Easy,3,False,0.5,0
3288,0,0.4878,0.4292,0.3557,0.9573,0.019,0.0163,0.0,0.2426,Non-Duplicate,2,False,0.5,4
3289,0,0.5714,0.3247,0.4032,0.2502,0.019,0.0198,0.0,0.2198,Non-Duplicate,0,False,0.5,4
3290,0,0.4615,0.3477,0.321,0.3091,0.0236,0.0235,0.0,0.2106,Non-Duplicate,0,False,0.5,4
3291,1,0.8837,1.0,0.7667,1.0,0.9971,1.0,0.0,0.9643,Easy,1,False,0.5,0
3292,0,0.55,0.4255,0.4073,0.8917,0.0183,0.0194,0.0,0.2531,Non-Duplicate,2,False,0.5,4
3293,1,0.9231,1.0,1.0,1.0,0.9817,0.9959,0.0,0.9869,Easy,1,False,0.5,0
3294,0,0.5,0.4464,0.3543,0.757,0.0216,0.0207,0.0,0.2512,Non-Duplicate,2,False,0.5,4
3295,0,0.9,0.6534,0.3726,0.8287,0.431,0.46,0.0,0.5557,Non-Duplicate,3,False,0.5,4
3296,0,0.5128,0.2637,0.4064,0.1881,0.0224,0.0222,0.0,0.1943,Non-Duplicate,0,False,0.5,4
3297,1,0.8511,1.0,0.6667,1.0,1.0,1.0,0.0,0.9518,Medium,3,False,0.5,1
3298,1,0.8837,1.0,1.0,1.0,0.9673,0.9706,0.0,0.9743,Easy,1,False,0.5,0
3299,0,0.55,0.3595,0.2658,0.2935,0.0311,0.032,0.0,0.2216,Non-Duplicate,0,False,0.5,4
3300,0,0.5,0.403,0.4315,0.7181,0.01,0.0095,0.0,0.2386,Non-Duplicate,2,False,0.5,4
3301,0,0.5128,0.3156,0.4927,0.2835,0.0199,0.0211,0.0,0.2202,Non-Duplicate,0,False,0.5,4
3302,0,0.4762,0.4465,0.1694,0.8544,0.0152,0.0156,0.0,0.2277,Non-Duplicate,2,False,0.5,4
3303,0,0.439,0.4177,0.6452,0.9067,0.0053,0.0059,0.0,0.2571,Non-Duplicate,2,False,0.5,4
3304,1,0.7636,0.9926,0.6667,1.0,0.9125,0.9973,0.0,0.918,Hard,3,False,0.5,2
3305,0,0.5128,0.3037,0.3671,0.2548,0.0292,0.0279,0.0,0.2072,Non-Duplicate,0,False,0.5,4
3306,1,0.7547,0.9915,0.6393,1.0,0.9801,0.9981,0.0,0.931,Hard,3,False,0.5,2
3307,1,0.7451,1.0,0.7667,1.0,0.9668,0.9739,0.0,0.9377,Medium,1,False,0.5,1
3308,1,0.8718,1.0,0.6667,1.0,0.9533,0.9551,0.0,0.9332,Medium,3,False,0.5,1
3309,1,0.9268,1.0,0.6667,1.0,0.9939,0.9979,0.0,0.9574,Easy,3,False,0.5,0
3310,0,0.55,0.418,0.353,0.4252,0.0211,0.0228,0.0,0.2464,Non-Duplicate,0,False,0.5,4
3311,0,0.3667,0.4219,0.347,0.0477,0.0183,0.0217,0.0,0.228,Non-Duplicate,0,False,0.5,4
3312,1,0.8,1.0,0.7648,1.0,1.0,1.0,0.0,0.9565,Easy,1,False,0.5,0
3313,1,0.8372,1.0,0.6667,1.0,0.9916,0.9968,0.0,0.9476,Medium,3,False,0.5,1
3314,0,0.4865,0.4436,0.3662,0.926,0.017,0.0174,0.0,0.2483,Non-Duplicate,2,False,0.5,4
3315,0,0.36,0.2717,0.3922,0.0116,0.0304,0.0351,0.0,0.1849,Non-Duplicate,0,False,0.5,4
3316,1,0.7742,0.9304,1.0,1.0,0.8696,0.9098,0.0,0.9024,Hard,1,False,0.5,2
3317,1,0.7742,1.0,0.4333,1.0,0.9985,1.0,0.0,0.9204,Hard,3,False,0.5,2
3318,0,0.4615,0.3904,0.1324,0.3165,0.0269,0.0271,0.0,0.2082,Non-Duplicate,0,False,0.5,4
3319,1,0.9048,1.0,0.6667,1.0,0.9888,0.9964,0.0,0.9536,Medium,3,False,0.5,1
3320,1,0.8261,1.0,0.9735,1.0,1.0,1.0,0.0,0.98,Easy,1,False,0.5,0
3321,0,0.6,0.4384,0.5881,0.4397,0.023,0.023,0.0,0.2826,Non-Duplicate,0,False,0.5,4
3322,0,0.4103,0.4077,0.4557,0.9402,0.0077,0.0045,0.0,0.2321,Non-Duplicate,2,False,0.5,4
3323,1,0.7869,0.5358,1.0,1.0,0.9868,0.999,0.0,0.8127,Hard,1,False,0.5,2
3324,1,0.85,1.0,1.0,1.0,0.9004,0.9026,0.0,0.9406,Medium,1,False,0.5,1
3325,1,0.8718,0.9932,1.0,1.0,0.9791,0.9987,0.0,0.9793,Easy,1,False,0.5,0
3326,0,0.6667,0.4016,0.1356,0.3618,0.0286,0.0298,0.0,0.2339,Non-Duplicate,0,False,0.5,4
3327,0,0.619,0.3739,0.2594,0.3065,0.0242,0.0271,0.0,0.2302,Non-Duplicate,0,False,0.5,4
3328,0,0.5128,0.2786,0.4224,0.2113,0.0179,0.0186,0.0,0.1992,Non-Duplicate,0,False,0.5,4
3329,1,0.8837,1.0,1.0,1.0,0.9531,0.9663,0.0,0.9699,Easy,1,False,0.5,0
3330,0,0.5128,0.3601,0.3361,0.3487,0.0196,0.0196,0.0,0.2197,Non-Duplicate,0,False,0.5,4
3331,1,0.9268,0.9876,0.8269,1.0,0.9814,0.9939,0.0,0.9652,Easy,1,False,0.5,0
3332,1,0.7547,0.9924,0.4333,1.0,0.9844,0.9989,0.0,0.912,Hard,3,False,0.5,2
3333,1,0.8444,0.9989,0.2192,1.0,0.9986,1.0,0.0,0.9056,Hard,3,False,0.5,2
3334,1,0.8333,1.0,0.6667,1.0,0.9526,0.9558,0.0,0.9293,Hard,3,False,0.5,2
3335,0,0.5128,0.2669,0.3224,0.2142,0.0192,0.0204,0.0,0.1858,Non-Duplicate,0,False,0.5,4
3336,1,0.7547,1.0,0.5187,1.0,0.9688,0.9765,0.0,0.9148,Hard,3,False,0.5,2
3337,1,0.9231,1.0,0.4333,1.0,0.976,0.9886,0.0,0.9274,Hard,3,False,0.5,2
3338,0,0.45,0.3374,0.5858,0.2275,0.0284,0.0307,0.0,0.2349,Non-Duplicate,0,False,0.5,4
3339,1,0.8837,0.9983,0.6667,1.0,0.9926,0.9995,0.0,0.9525,Medium,3,False,0.5,1
3340,1,0.9268,1.0,0.6667,1.0,1.0,1.0,0.0,0.9593,Easy,3,False,0.5,0
3341,0,0.5128,0.272,0.3694,0.2287,0.0178,0.0204,0.0,0.1919,Non-Duplicate,0,False,0.5,4
3342,0,0.4314,0.0976,0.3986,0.046,0.0232,0.0263,0.0,0.1282,Non-Duplicate,0,False,0.5,4
3343,0,0.5778,0.809,0.4082,0.9818,0.46,0.492,0.0,0.5951,Non-Duplicate,2,False,0.5,4
3344,1,0.8235,1.0,1.0,1.0,0.8949,0.8937,0.0,0.9348,Medium,1,False,0.5,1
3345,0,0.4865,0.45,0.3868,0.9451,0.0136,0.0151,0.0,0.2512,Non-Duplicate,2,False,0.5,4
3346,1,0.8889,1.0,0.4333,1.0,0.9686,0.9759,0.0,0.9196,Hard,3,False,0.5,2
3347,1,0.7308,1.0,0.5224,1.0,0.9782,0.9769,0.0,0.9152,Hard,3,False,0.5,2
3348,0,0.5,0.4295,0.3913,0.6751,0.0192,0.0211,0.0,0.2485,Non-Duplicate,2,False,0.5,4
3349,0,0.5405,0.2759,0.6648,0.9895,0.445,0.4597,0.0,0.4203,Non-Duplicate,2,False,0.5,4
3350,0,0.4865,0.4403,0.363,0.6913,0.0173,0.0161,0.0,0.2466,Non-Duplicate,2,False,0.5,4
3351,1,0.8837,1.0,1.0,1.0,0.9829,0.9826,0.0,0.9806,Easy,1,False,0.5,0
3352,0,0.4,0.3257,0.3909,0.2225,0.0222,0.0239,0.0,0.2034,Non-Duplicate,0,False,0.5,4
3353,1,0.8444,1.0,1.0,1.0,0.9741,0.9738,0.0,0.9727,Easy,1,False,0.5,0
3354,1,0.7308,1.0,0.6667,1.0,0.9945,0.999,0.0,0.9382,Medium,3,False,0.5,1
3355,0,0.4211,0.4558,0.374,0.8318,0.0141,0.0137,0.0,0.2453,Non-Duplicate,2,False,0.5,4
3356,1,0.9333,1.0,0.6667,1.0,0.9721,0.9778,0.0,0.9486,Medium,3,False,0.5,1
3357,1,0.8837,1.0,0.6667,1.0,0.9915,0.997,0.0,0.9523,Medium,3,False,0.5,1
3358,0,0.5128,0.2707,0.4936,0.2234,0.0195,0.0199,0.0,0.2042,Non-Duplicate,0,False,0.5,4
3359,0,0.3913,0.2945,0.3146,0.0142,0.0385,0.0492,0.0,0.1932,Non-Duplicate,0,False,0.5,4
3360,1,0.9057,1.0,0.4265,1.0,0.9731,0.9843,0.0,0.9233,Hard,3,False,0.5,2
3361,1,0.7719,1.0,1.0,1.0,0.9345,0.9508,0.0,0.951,Medium,1,False,0.5,1
3362,0,0.4651,0.4107,0.5388,0.6887,0.005,0.0052,0.0,0.2464,Non-Duplicate,2,False,0.5,4
3363,1,0.7547,0.9928,0.6667,1.0,0.9802,0.9969,0.0,0.9341,Medium,3,False,0.5,1
3364,0,0.5128,0.2726,0.3726,0.2284,0.0114,0.012,0.0,0.1892,Non-Duplicate,0,False,0.5,4
3365,0,0.4651,0.3253,0.3452,0.2355,0.0143,0.0142,0.0,0.2013,Non-Duplicate,0,False,0.5,4
3366,1,0.8837,1.0,0.7493,1.0,0.9959,0.9998,0.0,0.9623,Easy,1,False,0.5,0
3367,0,0.4651,0.4312,0.3023,0.7621,0.0242,0.029,0.0,0.2395,Non-Duplicate,2,False,0.5,4
3368,0,0.5,0.4567,0.4324,0.8382,0.0331,0.0267,0.0,0.2667,Non-Duplicate,2,False,0.5,4
3369,0,0.4651,0.382,0.4288,0.3273,0.0166,0.0168,0.0,0.2306,Non-Duplicate,0,False,0.5,4
3370,0,0.4878,0.3539,0.2968,0.2735,0.0164,0.0168,0.0,0.2098,Non-Duplicate,0,False,0.5,4
3371,0,0.4091,0.3853,0.389,0.3452,0.0228,0.0238,0.0,0.2251,Non-Duplicate,0,False,0.5,4
3372,0,0.375,0.3052,0.3648,0.0151,0.0399,0.0471,0.0,0.2002,Non-Duplicate,0,False,0.5,4
3373,1,0.8444,1.0,0.6247,1.0,0.9619,0.9677,0.0,0.9309,Hard,3,False,0.5,2
3374,0,0.4651,0.3116,0.1776,0.252,0.0156,0.0158,0.0,0.1804,Non-Duplicate,0,False,0.5,4
3375,1,0.8936,0.9939,1.0,1.0,0.9816,0.9927,0.0,0.9812,Easy,1,False,0.5,0
3376,0,0.5128,0.3399,0.3279,0.2969,0.0165,0.0173,0.0,0.2106,Non-Duplicate,0,False,0.5,4
3377,1,0.7812,0.9932,1.0,1.0,0.9832,0.9995,0.0,0.9714,Easy,1,False,0.5,0
3378,1,0.8837,1.0,0.6667,1.0,0.9984,0.9999,0.0,0.9546,Medium,3,False,0.5,1
3379,0,0.383,0.3726,0.3457,0.0161,0.0364,0.0423,0.0,0.2208,Non-Duplicate,0,False,0.5,4
3380,0,0.6,0.4178,0.3799,0.4032,0.154,0.1641,0.0,0.3156,Non-Duplicate,0,False,0.5,4
3381,1,0.7234,0.99,0.9909,1.0,0.9429,0.9955,0.0,0.9527,Medium,1,False,0.5,1
3382,1,0.8837,1.0,1.0,1.0,0.986,0.9891,0.0,0.9827,Easy,1,False,0.5,0
3383,0,0.4545,0.4194,0.5913,0.5772,0.0139,0.0159,0.0,0.258,Non-Duplicate,2,False,0.5,4
3384,1,0.8837,1.0,0.5516,1.0,0.9827,0.9853,0.0,0.9363,Medium,3,False,0.5,1
3385,1,0.76,0.9709,0.7667,1.0,0.8589,0.8972,0.0,0.8867,Hard,1,False,0.5,2
3386,0,0.3509,0.4509,0.3913,0.0471,0.0359,0.0361,0.0,0.2482,Non-Duplicate,0,False,0.5,4
3387,1,0.8889,1.0,0.6667,1.0,0.9343,0.9421,0.0,0.9276,Hard,3,False,0.5,2
3388,1,0.8095,1.0,0.7667,1.0,1.0,1.0,0.0,0.9576,Easy,1,False,0.5,0
3389,1,0.9057,1.0,0.6667,1.0,0.9587,0.9874,0.0,0.9444,Medium,3,False,0.5,1
3390,1,0.9268,0.9891,0.7667,1.0,0.9907,0.9967,0.0,0.9626,Easy,1,False,0.5,0
3391,0,0.4651,0.4063,0.2607,0.3466,0.0212,0.0216,0.0,0.2244,Non-Duplicate,0,False,0.5,4
3392,1,0.7547,1.0,1.0,1.0,0.9972,0.9999,0.0,0.9748,Easy,1,False,0.5,0
3393,0,0.5714,0.3906,0.3626,0.3778,0.0183,0.0197,0.0,0.2386,Non-Duplicate,0,False,0.5,4
3394,1,0.8679,0.9838,0.9717,1.0,0.959,0.9966,0.0,0.9674,Easy,1,False,0.5,0
3395,1,0.9302,1.0,0.6667,1.0,0.9956,0.9998,0.0,0.9586,Easy,3,False,0.5,0
3396,0,0.95,0.7153,0.3059,0.8756,0.4357,0.486,0.0,0.5821,Non-Duplicate,3,False,0.5,4
3397,1,0.7451,0.9691,0.7667,1.0,0.9432,0.9921,0.0,0.9246,Hard,1,False,0.5,2
3398,0,0.5946,0.4289,0.5379,0.4126,0.0169,0.0165,0.0,0.2709,Non-Duplicate,0,False,0.5,4
3399,0,0.5405,0.3604,0.5817,0.3128,0.0131,0.0124,0.0,0.2441,Non-Duplicate,0,False,0.5,4
3400,1,0.9268,1.0,0.6667,1.0,0.9703,0.9744,0.0,0.9468,Medium,3,False,0.5,1
3401,1,0.8261,0.9867,1.0,1.0,0.965,0.983,0.0,0.9658,Easy,1,False,0.5,0
3402,0,0.4091,0.3638,0.1744,0.3194,0.0116,0.0118,0.0,0.1909,Non-Duplicate,0,False,0.5,4
3403,0,0.5128,0.2954,0.289,0.2442,0.0261,0.0278,0.0,0.1957,Non-Duplicate,0,False,0.5,4
3404,0,0.4615,0.3076,0.4018,0.247,0.0223,0.0228,0.0,0.2041,Non-Duplicate,0,False,0.5,4
3405,1,0.7547,0.9916,0.7667,1.0,0.9463,0.9766,0.0,0.9311,Hard,1,False,0.5,2
3406,1,0.7407,0.9945,1.0,1.0,0.9834,0.9976,0.0,0.9675,Easy,1,False,0.5,0
3407,1,0.9268,1.0,1.0,1.0,0.9962,0.9998,0.0,0.9917,Easy,1,False,0.5,0
3408,0,0.6316,0.4001,0.4315,0.3241,0.0263,0.0291,0.0,0.2587,Non-Duplicate,0,False,0.5,4
3409,1,0.9302,0.9934,0.7667,1.0,0.9932,0.9992,0.0,0.9655,Easy,1,False,0.5,0
3410,0,0.4865,0.4395,0.3498,0.9331,0.0095,0.0086,0.0,0.2415,Non-Duplicate,2,False,0.5,4
3411,1,0.8444,0.9973,0.6667,1.0,0.9852,0.9877,0.0,0.944,Medium,3,False,0.5,1
3412,0,0.36,0.3726,0.5416,0.0199,0.0302,0.0294,0.0,0.234,Non-Duplicate,0,False,0.5,4
3413,0,0.5128,0.3547,0.4132,0.3191,0.0244,0.0262,0.0,0.2281,Non-Duplicate,0,False,0.5,4
3414,0,0.4545,0.3752,0.4187,0.3265,0.0146,0.0141,0.0,0.2251,Non-Duplicate,0,False,0.5,4
3415,0,0.4,0.4286,0.3831,0.7313,0.0106,0.0083,0.0,0.2326,Non-Duplicate,2,False,0.5,4
3416,0,0.5128,0.3159,0.4247,0.244,0.0244,0.0271,0.0,0.2158,Non-Duplicate,0,False,0.5,4
3417,0,0.4186,0.4254,0.3269,0.4189,0.0167,0.0192,0.0,0.2314,Non-Duplicate,0,False,0.5,4
3418,0,0.9,0.5872,0.2342,1.0,0.1394,0.1396,0.0,0.3817,Non-Duplicate,2,False,0.5,4
3419,0,0.4103,0.4304,0.4023,0.7891,0.0244,0.0246,0.0,0.2429,Non-Duplicate,2,False,0.5,4
3420,1,0.9189,1.0,0.3877,1.0,0.9522,0.9533,0.0,0.9094,Hard,3,False,0.5,2
3421,1,0.898,0.9624,0.6667,1.0,0.9499,0.9544,0.0,0.9217,Hard,3,False,0.5,2
3422,1,0.8837,1.0,0.4333,1.0,0.9761,0.9749,0.0,0.9207,Hard,3,False,0.5,2
3423,0,0.5854,0.7896,0.2918,0.9745,0.3135,0.3253,0.0,0.5075,Non-Duplicate,2,False,0.5,4
3424,0,0.4091,0.3308,0.3511,0.2569,0.0171,0.0172,0.0,0.1995,Non-Duplicate,0,False,0.5,4
3425,1,0.7308,0.9953,0.5475,1.0,0.9734,0.9979,0.0,0.9191,Hard,3,False,0.5,2
3426,0,0.5641,0.295,0.3744,0.2496,0.0211,0.0207,0.0,0.2065,Non-Duplicate,0,False,0.5,4
3427,1,0.8889,1.0,0.7667,1.0,0.9935,0.9993,0.0,0.9638,Easy,1,False,0.5,0
3428,1,0.7636,0.9757,0.3338,1.0,0.9254,0.9941,0.0,0.8814,Hard,3,False,0.5,2
3429,1,0.7869,0.9556,1.0,1.0,0.9332,0.997,0.0,0.9459,Medium,1,False,0.5,1
3430,0,0.5128,0.2969,0.4977,0.2449,0.0174,0.0177,0.0,0.2129,Non-Duplicate,0,False,0.5,4
3431,0,0.4545,0.4347,0.2995,0.9018,0.0178,0.018,0.0,0.2356,Non-Duplicate,2,False,0.5,4
3432,1,0.8444,1.0,0.7667,1.0,0.9882,0.9875,0.0,0.9557,Easy,1,False,0.5,0
3433,1,0.7778,1.0,0.6667,1.0,0.9937,0.9994,0.0,0.9427,Medium,3,False,0.5,1
3434,0,0.4737,0.4385,0.3854,0.9605,0.0181,0.0195,0.0,0.2478,Non-Duplicate,2,False,0.5,4
3435,1,0.8085,1.0,0.9009,1.0,0.9636,0.9973,0.0,0.9613,Easy,1,False,0.5,0
3436,1,0.9268,1.0,0.6667,1.0,0.9742,0.9846,0.0,0.9498,Medium,3,False,0.5,1
3437,1,0.76,0.9871,0.7667,1.0,0.9693,0.9971,0.0,0.9399,Medium,1,False,0.5,1
3438,0,0.3636,0.3225,0.5936,0.0163,0.0376,0.0593,0.0,0.2299,Non-Duplicate,0,False,0.5,4
3439,1,0.7778,0.9565,0.5183,1.0,0.8966,0.9319,0.0,0.8749,Hard,3,False,0.5,2
3440,0,0.5366,0.4527,0.405,0.7832,0.0109,0.009,0.0,0.2571,Non-Duplicate,2,False,0.5,4
3441,1,0.9259,1.0,0.6667,1.0,0.9643,0.9639,0.0,0.9431,Medium,3,False,0.5,1
3442,1,0.7308,0.9972,0.6744,1.0,0.9971,0.9999,0.0,0.9388,Medium,3,False,0.5,1
3443,0,0.381,0.442,0.2475,0.053,0.0206,0.0182,0.0,0.2263,Non-Duplicate,0,False,0.5,4
3444,0,0.5641,0.2709,0.2845,0.1975,0.0234,0.0242,0.0,0.1904,Non-Duplicate,0,False,0.5,4
3445,1,0.75,0.9763,0.4333,1.0,0.9047,0.987,0.0,0.8836,Hard,3,False,0.5,2
3446,0,0.4762,0.4098,0.263,0.7208,0.0115,0.0146,0.0,0.2231,Non-Duplicate,2,False,0.5,4
3447,1,0.8727,0.9703,0.995,1.0,0.9926,0.9995,0.0,0.9744,Easy,1,False,0.5,0
3448,0,0.3667,0.4253,0.7311,0.0518,0.0198,0.0196,0.0,0.2675,Non-Duplicate,0,False,0.5,4
3449,1,0.8936,1.0,1.0,1.0,0.9346,0.9348,0.0,0.96,Easy,1,False,0.5,0
3450,0,0.439,0.4359,0.4018,0.8898,0.022,0.0189,0.0,0.2459,Non-Duplicate,2,False,0.5,4
3451,1,0.7451,0.9775,0.4562,1.0,0.9439,0.9668,0.0,0.8916,Hard,3,False,0.5,2
3452,0,0.5,0.463,0.368,0.9294,0.0252,0.0263,0.0,0.2604,Non-Duplicate,2,False,0.5,4
3453,1,0.8889,0.9763,0.979,1.0,0.8431,0.8792,0.0,0.9151,Hard,1,False,0.5,2
3454,0,0.5238,0.425,0.3973,0.5806,0.0237,0.0215,0.0,0.2511,Non-Duplicate,2,False,0.5,4
3455,1,0.9091,0.9473,0.6667,1.0,0.9197,0.9296,0.0,0.905,Hard,3,False,0.5,2
3456,0,0.4186,0.2864,0.31,0.2178,0.0132,0.0134,0.0,0.1791,Non-Duplicate,0,False,0.5,4
3457,1,0.8636,0.997,0.9311,1.0,0.9836,0.9848,0.0,0.9712,Easy,1,False,0.5,0
3458,0,0.4651,0.4504,0.653,0.8694,0.0235,0.0227,0.0,0.2799,Non-Duplicate,2,False,0.5,4
3459,1,0.8837,1.0,0.6667,1.0,0.9721,0.988,0.0,0.9457,Medium,3,False,0.5,1
3460,1,0.8261,0.9985,0.7667,1.0,0.9898,0.9949,0.0,0.9552,Medium,1,False,0.5,1
